party,work_for
Suomen Sosialidemokraattinen Puolue,halua edist erityis tasaarvois ja reilu suome kehittäm taloud saattam kunto sekä lapsiperh asem
Suomen Keskusta,valtio velkaantumin on saatav pysähtym ja suomi on vietäv kestäv kasvu ja työllisyyd polu koulutuks tutkimuks ja osaamis on panostettav sil niis löytyy kansakun tulevaisuud avaim
Suomen Keskusta,erityis tavoit on toim soteal asiantuntij ja päät toimial tulev tarkentav lainsäädänö kyse on meitä kaik koskettav tärkeä asia
Suomen Sosialidemokraattinen Puolue,työllisyys peruspalvelu perh koulutus kulttuur ja liikuntaasia
Kansallinen Kokoomus,usko et kats kääntyv lähitulevaisuud pohjois tääl on kasvu siemen jotk voim hyödynt kun pano osaamis ja koulutuks ja ed kilpailukyky sekä nos luonnonvaro jalostusast vient vetä vain sitä kaut saam hyvinvoint jota jaka halua yrittäjätaustais toimij parant pkyrityst asem sekä vähent yrityks kohdistuv byrokratia edist järkev ympäristöratkaisu jois ekologis sosiaalis ja taloudellis tekij ova tasapaino energiantuotanto pohj hajautetu monipuolis ratkaisu energiatehokkuus ja huoltovarmuus omavaraisuus ylös toim site et saam lisä joustavuut ja kannustavuut niin työmarkkino osaaikatyö mikroyrityks kuin perhevap käytö nost keskustelu opintotue uudistuks esimopiskelij tuloraj oli syytä poist kausityökuukaus 13k osa koko näinä kuukaus opiskelij saisi tiena esim kesätö ilm et se vähentääpoist loppuvuod opintotue tyk toim pohjois puolestapuhu yhteistyö rakentaj ja joukkueenkokoaj tarvits enem kuin aiko raja ylittäv yhteistyö jot saam suome uute nousu
Vihreä liitto,fossiilist energialäht tuk tule leika sosiaaliturv on uudistettav perustulopohjais translak on säädettäv ja kolmas sukupuol on tunnustettav myös passisukupuol julkis ohjelmistohankino on vaadittav avoin lähdekood robotiik kehitys tule ot huomio ent vakav muunmua vastuukysymyks tietokoneohjautuv auto mahdollis aiheuttam kolar ova vielä avoin
Perussuomalaiset,ens valtio turh meno kute kehitysapu ja tuulivoimatuk tule leika säästyn varo on alennettav veroast jot työs jää enem käte arvonlisäverovelvollisuud alaraj on nostettav 50 000 euro yritysbyrokratia ja tukilouku on purettav maahanmuuto on jarrutettav vain suome ja suomalais taloudellis ja sosiaalis hyödyllin maahanmuuto voida hyväksy ihmist siirtely humanitääris syis vain pahent asio se pitä lopet sosiaalitue pitä ulot pääasia vain suome kansalais koulutusjärjestelm tule kehit enem työpainoteis omaishoidontuk ja al ton tulo on säädettäv verovap
Vihreä liitto,paremp suome liiketoimintaympäristö turhan sääntely purku perustulo joustav ammattikoulutu nykyaj muuttuv tarp tasavert avioliittolak
Vasemmistoliitto,pätkätyö harmaatalous veronkierto kur irtisanomisuo eurooppalais taso
Suomen Kristillisdemokraatit (KD),potil ja henkilökun oikeus tul nähdy ja kuulu omantunnonvapaus kansalaisaloit lak ast lapsiperh ja ikäihmist hyvinvoint työllisyys mini ja pk yrityksetturvallisuus
Vihreä liitto,nimi
Vasemmistoliitto,tule edistäm hyvinvointipalvelu säilyttäm ja kehittäm myös harvaanasutu alue erityis vanhuspalvelu on palj korjattav tule edistäm sosiaal ja terveyspalvelu kulttuur ja koulutusyhteistyö sekä elinkeino harjoittamis tiel olev rajaest poistamis pohjoism
Perussuomalaiset,1 suomi tarvits töitä jatkuv ytneuvottelukier on katkaistav palkkavero alennus tukityöllistämin on työttöm hyväksikäytö koeaja pidentämin on pätkätyö laillistam irtisanomisuo ei saa heikent 2 hyvä terveys on oikeus ikäihmis laaduk hoito suus on lyhy matk sydäm hoitamattom hamp tappav taks ei synnyt laadukas hoitotyö vaati henkilökunt palvelusetel hoito 3 lämpö ja liiken polttokelpoin jäte maatu kaatopaiko vaik lan voisi lämmit kokonais kyl uusiutuv energia käytö lisättäv tietul ei tarv autovero eurooppalais taso 4 maas maan tava maahanmuuttopolitiik tarvits asial keskustelu pakolais tule sopeutu maan lake ja kulttuur väkivaltarikoks syyllistyv maahanmuuttaj palautus välittöm lähtöm 5 jämäk järk ei enä lisä viinalak tukipaket ei käyte raha suomalais hyvinvoint eu maaha eurooppalais käytänö kaupo aukioloaj vapautettav viini maitokaup
Perussuomalaiset,oikeudenmulkaisuus turvallisuus ja toimeentulo tavallist suomalaist perustarp kunto raha jakamin ulkom lopetettav
Suomen Kristillisdemokraatit (KD),halua ol luoma työtä kars turh byrokratia sekä tehd työtä last hyvinvoin puole
Perussuomalaiset,halua edist vastuullis maahanmuuttopolitiik työpaiko ja työn kannattavuud lisääm sekä itsenäis suome turvallisuut
Kansallinen Kokoomus,suome julkis taloud tervehdyttämin koulutuks ja tutkimuks panostamin yrittäjyyd kannust ja työn kannust lisäämin ova minu tärk edistettäv asio näide asio ete tule tekem työtä kansanedustaj
Suomen Kristillisdemokraatit (KD),perheverotus yrittäj asia erityis mikro ja pienyrittäj asia rikollist rangaistust tiukentam julkis taloud kunto saattam maas inhimillisyyt vanhuut
Vasemmistoliitto,perustulo tasaarvo lapsiperh ja nuort tilant kohentamin nuorisotyöttömyys kur
Suomen Sosialidemokraattinen Puolue,seuraav eduskun tule jatkam soteuudistu jote ammattiosaam tarv eduskun
Suomen Kristillisdemokraatit (KD),oikeudenmukaisuut avioliito on yhd miehe ja yhd naise välin liito terveydenhoitokun on oikeus kieltäyty eläm lopettamis vakaumuksellis syis lapsiperh hyvinvoint eläkeläist pieni ja keskituloist hy
Perussuomalaiset,suome taloud pelastamin on ensisij muita vaaliteemo ova maahanmuuto maanpuolustus pakkoruo sekä suomalais kulttuur ja isänmaallisuud edistämin
Suomen Kristillisdemokraatit (KD),suome hyvinvoint
Vasemmistoliitto,suome on hyvä vauht tulo luokkayhteiskun halua poist eriarvoisuut ja osattomuut edist kaik pääsy koulutuks ja työhö
Perussuomalaiset,aja pienituloist ja vähäosaist asia
Suomen Sosialidemokraattinen Puolue,halua ol muka tekem tasaarvois ja oikeudenmukais suome kestäv kehityks huomio otae
Suomen Keskusta,mahdollisuus asu siel mis sielu lepä on teesi elä upea maas halua ol kehittäm suome niin et tääl on hyvä elä asu ja yrit niin maal kuin kaupung
Suomen Keskusta,lisä työpaiko ja talous kasvu velkaantumis stop sosiaal ja terveyspalvelu uudistamin järjestö ja vapaaehtoistyö helpottamin
Vihreä liitto,halua ol johtam muuto jol luoda uusi taloud ja hyvinvoin peru koko maaha kehitys perustu biotalout ja kiertotalout jois suome on erinomais mahdollisuud työllist kaik työikäis sekä ant nuor mahdollisuus hyödynt osaamis työn lisääntymis myötä halua edist hyvinvoin tasais jakam niin etteiv vanhuks jää heit ja laps koe turvattomuut kute nyt on tila energiapolitiik pitä uudist niin et tekniik kohden energiatehokkuut sekä hajautetu tuotantojärjestelmiinyritystoimint rajoittav hallinto pitä vähent ja poliittis päätöksenteo tietoperu pitä palaut
Suomen Sosialidemokraattinen Puolue,edist lappilaist mahdollisuuks opiskelu työhö ja turvallis eläm lap ja alueellis päätöksent val lisääm
Suomen Kristillisdemokraatit (KD),koulutuspolitiik pkyrityst toimintaedellytyks vanhushoido tila ja omantunnonvapaus ova minu kärkiasio
Suomen Kristillisdemokraatit (KD),työllisyys järkev soteratkaisu nuort koulutuks turvaamin
Kansallinen Kokoomus,perh hyvinvoint työnt saatav kannattav sekä työntekij et työnantaj kolman sektor arvostuks lisäämin ja rahoituks turvaamin julkis sektor marttamais tark taloudenpito
Suomen Keskusta,edistäis tulev vaalikaud seuraav asio tarkem näis voi luke kotisivu julkaistu hanu suunnistuskart suome poliittis ohjelm 1 koulutuks ja kansansivistyks on suome menestyks peru 2 aluekehityks paikallis voimavaro ja yrittäjyyt panostam suomi nousu 3 ihmis hyvinvoint ja turvallin ark ova eläm perust
Suomen Kristillisdemokraatit (KD),lapsiperh ja nuort työttömyyd asia halua nost voimak agendallemyösk vanhust ja sotaveteraan asio eteenpäinviemin on yks tavoit
Suomen Sosialidemokraattinen Puolue,talouskasvu ei edist julkis sektor leikkauks vahv julkin sektor tuke myös yrityst toimint kaik keino tule käyt työpaiko luomis ei niide vähentämis julkis puole syrjäytymis ehkäisyy ja tasaarvo edistämis tarv selkeä keino ne ova koulutus sekä työn ja toimeentulo turvaamin jokais alueellin eriarvoistumin terveydenhuolo ja koulu on pysäytettäv
Kansallinen Kokoomus,lap saavutettavuut osaamis turvaam kulttur osaamis arvostu ja työtä
Kansallinen Kokoomus,1 työnteo ja kasvu edistämin â €“ suomi tarvits lisä työtä ja paremp työeläm työnantaj ja työntekij ova sama vene â €“ molemp menestys on kiin tois tarvits hyvinvoiv työeläm hyvinvoint syntyy työs ja uude työpaik syntyv yrityks valtio tehtäv on luoda olosuht jois yrittämin ja työnt kannattav yrittäj on kuunneltav päätöksenteo on oltav ennakoitav ja luottamu herättäv kokonaisveroast ei saa nost verotuks on kannustettav työnteko yrittämis ja investoint 2 huolenpito ja turvallisuus â €“ huolenpito ja hyvinvoint perustu työnteko hyvinvoint on turvattav myös tulev sukupolv sosiaal ja terveyspalvelu uudistam on jatkettav korjaav palvelu on päästäv ennaltaehkäisev ja terveyt edistäv toimenpit apu on saatav oikeaaikais arj turvallisuus on taattav varmistam poliis riittäv resurs ja panostam ennaltaehkäisyy niin terveydenhuolo kuin lähisuhdeväkival ulkois turvallisuud suome on huolehdittav korottam puolustusmääräraho ja luotav lainsäädäntö vastaam uus uhk verko 3 yhteistyö â €“ suomi on avo yhteiskun jonk hyvinvoint perustu kansainvälisyyt ja toimiv kauppasuht suomalaist yrityst mahdollisuuks kasv ja kansainvälisty on tuettav jatko team finland â €“työtä on jatkettav
Vasemmistoliitto,työllisyyt on saatav parem hyvinvoint syntyy työtä tekem pienyrittäj toimintamahdollisuuks on vahvistettav heidä sosiaaliturv parantam sekä nostam arvonlisävero tilittämis alaraj julkis palvelu on säilytettäv ja niide on oltav kaik saatav pienituloist kute eläkeläist opiskelij työttöm ja lapsiperh toimeentulo on parannettav kaik tulo myös pääomatulo progressiivis verotettav eli verotus maksukyvy muka nuor on oltav riittäv koulutuspaiko ja koulutusvaihtoehto koko maas myös aikuis alanvaihtaj on oltav jatko mahdollisuuks eril koulutusvaihtoehto
Vihreä liitto,työeläm sukupuolittun rakent tarvitsev palj uudistam naise tule ol sama palk kuin miehe yhtäläis mahdollisuud ede työeläm ja vanhemmuud kustannuks tule jaka tasais halua edist myös miest mahdollisuuks jäädä kot hoitam laps translak äitiyslak sekä vammaist oikeuks sopimuks toimeenpano ova tärk ihmisoikeuskysymyks joide voima saattamis halua tehd työtä taite edellytyks toim kasv ja kehity on suora yhteyd yhteis kulttuur kehittymis taite rahoitus on murroks ja taite tekemin uhatu rahoitusjärjestelm ja taidelaitost verkosto on uskallettav uudist niin et vanh sekä uude taidemuodo ja ryhm saava riittäv edellytyks toim kannat vahvast myös taite viem osa sosiaalij terveyspalvelu draamakasvatu koulu hoivataid ikäihmis ja luovuus osa työhyvinvoint ja mielenterveystyö ole vierailu yli 200 koulu ympär suome nuort osallisuus ja vaikuttamis mahdollisuud ova ol työs tärk teemo ole edistäny nuort kuulem eduskun ja ajanu koulu draamakasvatu tulev kaude tärk tavoit on saada kattav nuorisolak joka taka nuor vaikuttamis mahdollisuuks asuinalue ruippumat koulujärjestelm kehittämin on myös tärk tavoit koulu tule ol avo monimuotoin ja esteetö
Perussuomalaiset,työ yrittämin välittämin ova keskeis asio em tarvits lisä alem koulutuks työperäis maahanmuuttaj meil on puolimiljoon työikä työkyky ja työhalu työttöm hoide tämä as ens
Kansallinen Kokoomus,jatk työtä m vaalilupauks mainitsem asio par palj ole saane aikais eduskun ajam asio vielä on kuite tehtäv esim turvallis arj last nuort ja ikäihmist asem parantamis syrjäytymis ja mielenterveysongelm ehkäisemis sekä ulkois turvallisuud parantamis talout unohtamat
Vihreä liitto,nuort syrjäytymin on vakav ongelm joho pitä puutu suome ei ole vara sääst koulutuks lähiruua tuottam ja ostam pitä helpot nykymal tuottaj jää minimaalin korvaus heidä tekem työs laps syövä koulu ja päiväkod prosessoitu ja pakastetu ruoka kaupo ei enä saa hyvä tuore ja lähe tuotetu ruoka kalapolitiik halua pitä huol riittäv ala ja ylämito varmist et nyky useamp kala pääse lisääntym voimalo huolimat ja nost kan takais hyvä ja kestäv taso
Vasemmistoliitto,lisä julkis investoint ja parant työllisyyt edist lakej jotk parantav työntekijö erityis pätk ja silpputyöntekijö asem uudist terveydenhuolto niin et kaik kansalais saava oikea hoito oikea aika parant potil oikeuks päivittäm potilasoikeuslak muut vanhuspalvelulak niin et siinä määrä oikeud arvok vanhuut huoleht siitä et ympäristövaikutuks ote aina huomio päätöksenteo varmist etei suomi liity sotilasliito jäsen vaan edist rauha
Suomen Keskusta,halua ol tekem oikeudenmuk ja inhimillis päätöksenteko työllisyyd parantamis edellytyst luomin ja suome taloud tervehdyttämin pitä ol keskeisim asia perusväylänpido rahoituks on saatav selv tasokorotus muute tiestö rapautu ede opiskelu ja koulutuks mahdollisuud on oltav koko suome suomi on saatav kunto
Suomen Kristillisdemokraatit (KD),kristillis arvo yksityis perh ja yhteiskun uudistuv energ
Suomen Sosialidemokraattinen Puolue,vaaliteem ova tulevaisuus talous työ koulutus demokrat helsink ja rauha ks wwwpilvitorstif tarkem tavoit on sosiaalis taloudellis ja ympäristöllis kestäv yhteiskun politiik on olennain rooli siinä mite siihe pääse politiik on kuite yhä vaativ nopeast muuttuv maailm pitä pysty kauaskanto päätöks pane tänä vire asio joide vaikutuks tuntuv kymmen vuode kulutu teem päätöks jotk muovaav tulevaisuut hyvinvointivaltio uudistamin maailmankaup reilu pelisäänö ilmastonmuutos kansainvälis kilpailu menestyv koulutuks varmistamin eläk kaik nämä ova tulevaisuud kysymyks jois pääte tänä täs ja nyt
Perussuomalaiset,lap elinkeino kehittämin on keskein teema elinkeino kehittämin vaati kunnollis liikenneyhteyd maakun elinvoim perustu vahv luonnonvaro omavaraisuut muu maa vie suurim osa lap rikkauks on löydettäv keino saada tämä takais me tarvits mets muuta kuin kantohin kemijärv on luotav edellytyks biosselu valmistav teht
Kansallinen Kokoomus,työn tekemin ja tarjoamin kannattav koulutus uute kukoistuks lap asia keskiö matkailu panostettav yhä enem lap maakuntakent suora lentoyhteyd
Perussuomalaiset,erityis lähe on yrittämin jota lupa edist parh mahdollis tava kaik asio täytyy pysty puhum sellais kiele jota tavallin kans ymmärt
Vihreä liitto,jos asia ei ole kestäv pohj ne ei voi jatku ikuis lähitulevaisuud meidä pitä ohj kestäv tuotantokulutus energiantuotanto työeläm yhteiskun yhtäläis hyvä peruspalvelu tule tuot kaik progressiivis verotuksellatuloero kaventamin on muute yhteiskun hyvä jos korkea vero hait niin aina voi tiena vähem kaike työn tule ol kannattav ja arvostetu yrittämis tule ol helpomp ympäristö suojelu ei ole menestyv yhteiskun est vaan koko eläm edellytys
Kansallinen Kokoomus,työpaiko luomis palk sivukulu ja ansiotulovero pitä kevent ansiosidon ei pidä menet heti kun työtö perust yrityks biopolttoain ja vähäpäästöist auto kute sähköauto verotu pitä kevent jot nämä yleistyisiv ja jot puht liikent tuli vahv viential sama alentais hiilidioksidipäästöj
Suomen Kristillisdemokraatit (KD),sosiaal ja terveyspolitiik tulev olem tärk misio apu ark ajo perh nuori ole arvokas asuntotaku muka nuorisotaku koulutuspolitiik lisäpaino oppisopimuskoulutuks kehittämis pkyrittäj asem parannettav
Perussuomalaiset,suome on saatav lisä työpaiko minu on tärkeä huoleht suomalaist hyvinvoin ja terveyd hyvinvoint kuuluv työ riittäv toimeentulo sekä toimiv sosiaal ja terveyspalvelu
Suomen Keskusta,talous ja työllisyys nämä ova se ehdoto perustus jonk pääl voida jatk hyvinvointiyhteiskun rakentam
Vihreä liitto,peruspalvelu kaik työtä älyk investoin on aika pysäyt ilmastonmuutos
Perussuomalaiset,kaik kansalais kuulu esteetö oikeus ihmisarvois eläm koulutuks työhö ja toimeentulo yksilöllis ominaisuuks kute esimerk vammaisuud tai ikääntymis riippumat
Suomen Sosialidemokraattinen Puolue,eriarvoisuud vähentäm työn arvostam ja työpaiko lisääm ja suome sisä ja ulko turvallisuut
Vihreä liitto,ihmisoikeuks toteutumin soteuudeituks läpiviemin
Suomen Sosialidemokraattinen Puolue,suomi tarvits kasvu ja työtä talousvaikeud voita yhteistyö ihmin on aina talout tärkeämp â €“ heikom on pidettäv huol
Suomen Kristillisdemokraatit (KD),nuorisotyöttömyys on saatav lasku odottelemat mahdollis talouskasvu luom työpaiko perusratkaisu on työn jakamin tekem osaaikatyö siirtymin lainsäädänö keino houkuttelev
Kansallinen Kokoomus,1 taloudellis kestäv hyvinvoint varmast lähes jokain suomalain halua vaal hyvinvointiyhteiskun kulmakiv lähes ilm terveydenhuolto maksuton koulutu sekä ikääntyv huolehtim pitkittyny taantum vien heikkenemin bruttokansantuot heiko kehitys sekä julkis sektor paisumin aiheuttav kuite sen et hyvinvointiyhteiskun kulmakiv ova vaara olen on panost toim joil lisä työllisyyt paran yrittäjyyd edellytyks sekä kohen suome kustannuskilpailukyky kansainvälis markkino ja sitä kaut elvyt vient tarv verouudistuks paikallis sopim sekä sääntely ja byrokratia purkam nykyis lähes 100 mrdâ ‚¬ velkataak ja poikkeuksellis matal korkotaso maks vuosikorko noin 18 mrdâ ‚¬ joka vast vuode 2015 talousarvioesityks muka suur piirt puolustusvoim vuotuis toimintameno ei siis riitä et elä yli varo vaan heitä myös vuosit käsittämättöm määrä raha huk taloudellis kestäv hyvinvoint perustuv yhteiskun julkin sektor keskityy ydintehtäv ja huoleht siitä et noususuhdant varaudu laskusuhdant markkinataloud suhdannevaihtelu ova väistämättöm ja hyvinvointiyhteiskun tehtäv on vähent niide vaikutu sen asuk 2 yhteisvastuullisuut kun huoltosuhd tulevaisuud heikken entis aino tapa vast yhteiskun kohtaam haast on koke vastu yhteis hyvinvoin ja suome kokonaisedu yhteis vastuuntuno eli yhteisvastuullisuud kaut saavut voima selv haast
