party,work_for
Vihreä liitto,Taloutemme uudistaminen tarvitsee tukea ja esteiden kaatamista. Ympäristön asettamat reunaehdot tulee ottaa huomioon tulevaisuuden turvaamiseksi. Murrokset kohti uudenlaista kaupunkilaisuutta ja tietoyhteiskuntaa on otettava vakavasti.
Suomen Sosialidemokraattinen Puolue,"Ihmisten hyvinvointia. Parempi saatavuus palveluihin, laatua työelämään, tukea arkeen ja perusturvaan. Pidetään huolta toisistamme ja rakennetaan tätä maata yhdessä."
Vihreä liitto,"Haluan toimia tulevien sukupolvien, ympäristöviisaan ja onnellisen Suomen puolesta. Haluan toimia ennen kaikkea kuuden asian puolesta:    1. Fiksu talous ja energiaremontti: Saavutamme puhtaan energiapolitiikan seurauksena päästötavoitteet ja synnytämme Suomeen kymmeniätuhansia uusia työpaikkoja. Investoimme energiatehokkuuteen, uusiutuvaan energiaan ja kestäviin hankkeisiin kuten raideliikenteeseen ja pyöräilyyn. Saamme energiaomavaraisuudella 8,5 miljardia euroa lisää kotimaiseen talouteen. Suomi pärjää panostamalla osaamiseen ja innovatiivisuuteen.    2. Luonnonsuojelu: Suojelemme Etelä-Suomen metsistä 10% ja toteutamme soidensuojeluohjelman viipymättä.     3. Ruuantuotannon muutos: Pidämme huolta Itämerestä maatalouden ravinnekuormitusta pienentämällä ja luomutuotantoa lisäämällä. Parannamme tuotantoeläinten hyvinvointia ja lakkautamme turkistarhauksen. Suosimme terveellistä kasvisruokaa.    4. Hyvinvoinnin lisääminen: Kavennamme tuloeroja verotuksen keinoin ja otamme käyttöön perustulon. Helpotamme työllistymistä lyhentämällä työaikaa ja jakamalla työtä tasaisemmin. Tuemme sosiaalista yrittäjyyttä ja vahvistamme pienyrittäjien sosiaaliturvaa. Lisäämme rahaa matalan kynnyksen liikuntaharrastuksiin.    5. Lapsiperheiden asiat: Jaamme vanhemmuuden kustannuksia tasaisemmin. Otamme käyttöön 6+6+6 -perhevapaamallin. Säilytämme subjektiivisen päivähoito-oikeuden.    6. Kukoistava kansalaisyhteiskunta: Lisäämme ihmisten vaikutusmahdollisuuksia suorilla kansanäänestyksillä. Vapautamme julkisin varoin tuotetun tiedon kaikille. Luomme alustaa kokeilukulttuurille â€“ valjastamme uuden teknologian, tietoyhteiskunnan ja joukkoälyn palvelemaan hyvinvointia."
Kansallinen Kokoomus,Työn määrää on lisättävä. Valtiontalous on saatava kuntoon. Suomea on kehitettävä kansainvälisenä ja avoimena yhteiskuntana.
Suomen Keskusta,"Ihmisten hyvinvointi: Yhdenvertaiset mahdollisuudet peruspalveluihin ja valinnanmahdollisuuksien edistäminen.  Terveyserojen kaventaminen  Perheet: Lasten hyvinvointi, työ- ja perhe-elämän yhteensovittaminen, koulutuksen laadun turvaaminen.  Ympäristö: Resursointi uusiutuviin energiamuotoihin ja omavaraisuuteen. Panostusta ympäristöosaamiseen ja - teknologiaan, jotta voimme luoda uusia työpaikkoja. Kiertotalouden edistäminen."
Suomen Sosialidemokraattinen Puolue,"Haluan olla rakentamassa Suomea, jossa kansalaisilla on työtä ja toimeentuloa. Siihen liittyy koulutus ja osaamisen kehittäminen. Se, että on riittävästi työtä, mahdollistaa tukea tarvitsevillekin hyvän elämän."
Suomen Sosialidemokraattinen Puolue,Työllisyys ja työsuhdeturvan kehittäminen sekä lapsiperheiden asiat ovat keskiössä luontevasti oman taustani vuoksi.Ikääntyneiden sosiaalinen turva on myös varmistettava.
Suomen Sosialidemokraattinen Puolue,"Lapin liikenneyhteyksiä, kaivosveroa, aloittavien pienyrittäjien velvoitteiden kevennystä."
Vihreä liitto,"Haluan taata riittävän perusturvan kaikille, siksi ajan perustuloa. Perustulo lisäisi myös työllisyyttä, koska se kannustaisi ottamaan vastaan työtä.     Köyhyyttä on torjuttava sekä kansallisella että kansainvälisellä tasolla. Sivistyneen yhteiskunnan yksi mittari on se, miten se pitää huolta heikoimmistaan. Nuorten mielenterveysongelmien ennaltaehkäisyyn ja hoitamiseen tarvitaan lisää määrärahoja ja henkilöstöresursseja.     Haluan suojella nykyistä paremmin soita, metsiä ja vesistöjä. Vaadin myös kunnianhimoisempia päästövähennyksiä ja energiaremonttia, joka perustuu uusiutuvien energiamuotojen lisäämiseen. Tulevaisuuden työpaikkoja synnytetään uusiutuvien energiamuotojen aloille. Vaadin lisää luonnonsuojelualueita. Haluan kehittää määrätietoisesti joukkoliikennettä, että se olisi yhä helpompi ja kilpailukykyisempi valinta suurelle määrälle ihmisiä.     Vaadin työelämän ja koulutuksen tasa-arvoa - nämä kulkevat käsi kädessä, sillä koulutusvalinnat määrittävät paljon myös tulevaisuuden työuria. En kannata lukukausimaksuja, koulutuksen on säilyttävä maksuttomana. Suomen on pidettävä kiinni myös korkeatasoisesta ja laadukkaasta perustutkimuksestea.     Vaadin, että Suomi pitää kiinni kansainvälisistä sitoumksistaan ja tavoittelee kehitysyhteistyömäärärahoihin YK:n suosittamaa tasoa eli 0,7 prosenttia bruttokansantulosta.     Suomella on hyvä mahdollisuus tehdä tehokasta työtä rauhanvälityksessä ja rauhanrakentamisesssa. Siviilikriisinhallintaan on suunnattava lisää määrärahoja, sillä se pyrkii myös konfliktien ennaltaehkäisyyn."
Suomen Keskusta,"Erityisesti tulen puuttumaan kasvavaan eriarvoisuuteen, niin sosiaaliseen, taloudelliseen kuin alueellliseenkin. Olen vahva sivistyspolitiikko, joten koulutuspolitiikan asiat ovat tärkeitä ja uskon pienyrittämisen voimaan. Lyhyesti sanottuna: sivistyksen, osaamisen ja pienyrittäjyyden puolesta eriarvoisuutta vastaan."
Kansallinen Kokoomus,"- Maanpuolustuksen resurssien varmistamista uskottavan puolustuskyvyn takaamiseksi jatkossakin  -Kokonaisveroasteen kääntämistä laskuun sekä palkansaajilla, yrittäjillä että eläkeläisillä  - Talouden ja työllisyyden kuntoon saattamista"
Vihreä liitto,"Olen kampanjassani keskittynyt yrittäjyyteen, talouteen ja ilmastoon. Nämä tulevat olemaan myös ne alueet, joihin keskityn tulevalla vaalikaudella, jos minut valitaan. Tarvitsemme lisää pienyrittäjiä ja meidän on helpotettava pienten yritysten työntekijöiden palkkaamista. Meidän on tehtävä myös päätöksiä ilmaston lämpenemisen hillitsemiseksi."
Kansallinen Kokoomus,"Suomen aktiivista roolia kansainvälisesti, kuten EU:ssa, YK:ssa ja Natossa. Järkevää ulkopolitiikkaa. Turhan sääntelyn vähentämistä, pienten yritysten toiminnan tukemista. Inhimillisiä päätöksiä, jotka vahvistavat ihmisoikeuksia. Yksilön vastuun kasvattamista toimistaan. Luonnonsuojelua ja eläinten oikeuksien parantamista."
Vihreä liitto,"Pidän erityisen tärkeänä yhdenvertaisuuden laaja-alaista edistämistä ja ympäristön elinkelpoisuuden säilyttämistä.  - Ilmastonmuutos on pysäytettävä nyt, jotta kenenkään ei tarvitse kärsiä menneiden sukupolvien virheistä. Ympäristön elinkelpoisuus hyödyttää meitä kaikkia ja ympäristöystävällisyydessä on Suomen teknologiateollisuuden tulevaisuus.  - Vahva hyvinvointivaltio takaa kaikille yhdenvertaiset mahdollisuudet elää terveinä, hyvinvoivina ja työkykyisinä  - Koulutusjärjestelmän kehittäminen ja riittävän rahoituksen takaaminen on ensisijaisen tärkeää, sillä laadukas ja yhdenvertainen koulutusjärjestelmä edistää jokaisen mahdollisuutta valita oma suuntansa varallisuudesta, perhetaustasta ja kotikunnasta riippumatta.  - Perustulo takaisi minimitoimeentulon kaikille elämäntilanteesta riippumatta, tekisi työnteosta kannattavampaa sosiaaliturvan varassa elävälle ja mahdollistaisi joustavuuden työmarkkinoilla ilman pelkoa toimeentulon riittävyydestä.  - Kaikista suurituloisimpien verotusta on kiristettävä ja aggressiiviseen verosuunnitteluun puututtava, jotta hyvinvointivaltion taloudellinen vakaus saadaan turvattua.  - Inhimillisempi ja avoimempi maahanmuuttopolitiikka edistää ihmisoikeuksien toteutumista ja on myös Suomen etu, sillä tarvitsemme lisää työikäistä väestöä.  - Sukupuolten ja seksuaalisuuksien välistä yhdenvertaisuutta edistetään purkamalla sukupuolisyrjiviä rakenteita niin työelämän ja vanhemmuuden kuin asevelvollisuusjärjestelmän kohdalla. Translaki on uudistettava."
Vasemmistoliitto,Hyvinvointivaltio on jälleenrakennettava hyvän talouspolitiikan luoman työllisyyden avulla.
Perussuomalaiset,Suomen kansalaisten hyvinvointia ja pk-yrittäjien elinvoimaisuutta. Keski-Suomen maakunnan kehittämistä ja koko maan pitämistä asuttuna. Oikeudenmukaisuutta ja kansallisia etuja päätöksentekoon.
Vihreä liitto,"Tärkeimpiä tavoitteitani ovat ennaltaehkäisevät terveyspalvelut sekä kulttuurin ja liikunnan rahoituksen varmistaminen, syrjäytymisen ehkäisy ja perustulo, energiapolitiikan renesanssi uusiutuviin ja luopuminen turpeesta, soiden, metsien ja uhanalaisten eläinten suojelu, verotuksen painopiste kulutukseen ja ympäristölle haitallisten tukien karsiminen, tuotantoeläinten parempi kohtelu, liberaalimpi alkoholipolitiikka sekä tasa-arvon edistäminen ja rauhantyö Suomen ulkopolitiikan tärkeinä välineinä."
Kansallinen Kokoomus,"Turvallisuus, talous ja tulevaisuuden Suomen rakentaminen. Työllisyyden edistäminen ja yritystoiminnan edellytysten parantaminen."
Vihreä liitto,Uuden materiaalisen kiertotalouden ja uusiutuvan vähän energiaa kuluttavan talouden rakentamista. Luonnon monimuotoisuuden turvaaminen. Vanhusten ihmisarvoinen goito. Kansalaisyhteiskunnan vahvistaminen.
Suomen Kristillisdemokraatit (KD),"Taloutemme kulmakiven, vientimme, elpyminen vaatii passiivisen odottelun sijaan aktiivitoimenpiteitä. Puolustan perheitä.  Liikennepolitiikassa yksityisautoilun merkitys on tunnustettava joukkoliikenteen rinnalla. Suomen julkinen talous on tasapainotettava tulevalla vaalikaudella."
Kansallinen Kokoomus,Vientiyritysten kasvu ja työllisyyden nosto 75 prosenttiin työikäisistä on paras keino lopettaa velkaantuminen ja samalla turvata palvelumme.
Kansallinen Kokoomus,Haluan kehittää alueen työtilannetta ja hyvinvointia. Tämä tapahtuu kehittämällä toimeentulon edellytyksiä ml. yrittäjyyttä - hyvinvoinnin edistäminen lähtee työhyvinvoinnista ja työstä saatavista ansiotuloista. Työn ja palvelujen jakautuminen lisää hyvinvointia.
Suomen Keskusta,"Tärkeimmät teemat minulle ovat talous, sosiaalinen oikeudenmukaisuus ja yrittäjyys, kestävä kehitys sekä ulko- ja turvallisuuspolitiikka."
Vihreä liitto,"Haluan edistää ekologisesti, taloudellisesti ja sosiaalisesti kestävän yhteiskunnan toteutumista."
Suomen Keskusta,"Suomeen tarvitaan työtä, mikä edellyttää yrittäjyyden edellytysten parantamista. Hyvinvointivaltion rakenteita on myös pakko uudistaa. Tunnen parhaiten yrittämiseen, koulutuspolitiikkaan, perhe- ja vanhuspolitiikkaa sekä sosiaali- ja kuntapolitiikkaan liittyviä asioita."
Suomen Kristillisdemokraatit (KD),"Varhaiskasvatuslaki saataisiin vihdoin maaliin parhaana mahdollisena lakina, joka kestääâ€¦matalan kynnyksen palvelut kaikille tarvitsijoille ikään katsomatta ilman byrokratiaa"
Perussuomalaiset,"Liikenteesen, tiestöön, ajoneuvoverotukseen, ammattiliikenteeseen liittyvät asiat. Lasten ja vanhusten asiat mm. omaishoitajat. Jätevesiasetukseen liittyvät asiat. Pollisi - Suomen turvallisuus."
Vasemmistoliitto,"Inhimillinen talouspolitiikka on menestyksen edellytys  Ympäristö- ja energiatarpeista kestävää työtä koko Suomeen ja Hämeeseen  Perustulo on järkeistämistä  Lapsiperheet ja koulutus tuottavat tulevaisuutta, ikä-ihmisten tuomaa arvoa unohtamatta."
Suomen Sosialidemokraattinen Puolue,"Mielestäni politiikan tulee ensisijaisesti tähdätä oikeudenmukaisen yhteiskunnan rakentumiseen.      Suomessa asuvilla tulee olla työtä ja mahdollisuus hyvään elämään. Yhteiskunnan tulee rakentua siten, että veroja maksetaan kantokyvyn mukaan ja kaikkein heikoimmista pidetään huolta.     Tärkeimpänä lähtökohtana on se, että jokaisella on yhtäläinen mahdollisuus menestyä ja valtion tulee huolehtia siitä, että tämä mahdollisuus toteutuu.     Suomessa pitää kiinnittää yhä vahvemmin huomiota lasten ja lapsiperheiden pärjäämiseen ja koulutukseen. Näitä asioita tulen edistämään kansanedustajana, mikäli tulen valituksi."
Suomen Sosialidemokraattinen Puolue,"Työllisyyden parantaminen sekä pieni- ja keskituloisten palkan- ja eläkkeensaajien, itsensätyöllistävien, lapsiperheiden, vanhusten ja vammaisten arjen parantaminen sekä julkisten palveluiden puolustaminen ja kehittäminen ovat olleet ja tulevat olemaan perustehtäviäni politiikassa sekä kuntatasolla että eduskunnassa."
Suomen Sosialidemokraattinen Puolue,"Suomen työllisyyden ja osaamisen lisäämistä.  Puolustaa peruspalveluita, julkista terveydenhoitoa ja perusopetusta."
Suomen Keskusta,"Lähiliikuntapaikat turvattava, työn vastaanottaminen aina kannattavampaa kuin kotona oleminen.  Haluan olla mukana luomassa työpaikkoja ja auttamaan Suomea saavuttamaan EU:n ilmastotavoitteita."
Suomen Sosialidemokraattinen Puolue,"Politiikassa on puolustettava:  - niitä joiden ääni ei kuulu tai jotka eivät jaksa tai kykene pitämään eduistaan huolta: vähävaraisia, syrjäytyneitä, pitkäaikaistyöttömiä, lapsia, eläkeläisiä ja vammaisia  - laadukkaita hyvinvointipalveluja  - tasa-arvoa ja demokratiaa  - suomalaista työtä ja laadukasta työelämää"
Suomen Sosialidemokraattinen Puolue,"Sote-uudistuksen toteuttaminen, monikanavarahoituksen purkaminen ja työnpaikkojen synnyttäminen."
Suomen Sosialidemokraattinen Puolue,"Ajan kaupunkilaisten ja kaupunkien - erityisesti pääkaupunkiseudun - etua. Näkökulmani on yhtäältä paikallistaso, toisaalta kestävän kehityksen toteuttaminen. Siinä kaupungit ovat avainasemassa."
Suomen Kristillisdemokraatit (KD),"Päätöksissä tulee huomioida nykyistä paremmin niiden vaikutukset heikoimmassa asemassa oleviin kansalaisiin, kuten lapsiin ja nuoriin. Lisäksi työnteon tulee olla kannattavaa ja yrittäjyydestä ei saa rankaista."
Suomen Sosialidemokraattinen Puolue,"Haluan edistää erityisesti tasa-arvoisen ja reilun Suomen kehittämistä, talouden saattamista kuntoon sekä lapsiperheiden asemaa."
Suomen Keskusta,"Valtion velkaantuminen on saatava pysähtymään ja Suomi on vietävä kestävän kasvun ja työllisyyden polulle. Koulutukseen, tutkimukseen ja osaamiseen on panostettava, sillä niistä löytyy kansakuntamme tulevaisuuden avaimet."
Suomen Keskusta,Erityisenä tavoitteenani on toimia sote-alan asiantuntijana ja päättää toimialan tulevasta tarkentavasta lainsäädännöstä. Kyse on meitä kaikkia koskettavasta tärkeästä asiasta.
Suomen Sosialidemokraattinen Puolue,"Työllisyys, peruspalvelut, perhe, koulutus, kulttuuri- ja liikunta-asiat."
Kansallinen Kokoomus,"Uskon, että katseet kääntyvät lähitulevaisuudessa pohjoiseen. Täällä on kasvun siemeniä, jotka voimme  hyödyntää. Kun panostamme osaamiseen ja koulutukseen, ja edistämme kilpailukykyä sekä nostamme luonnonvarojen jalostusastetta, vienti vetää.   Vain sitä kautta saamme hyvinvointia, jota jakaa.       Haluan yrittäjätaustaisena toimijana parantaa pk-yritysten asemaa sekä vähentää yrityksiin kohdistuvaa byrokratiaa.     Edistän järkeviä ympäristöratkaisuja, joissa ekologiset, sosiaaliset ja taloudelliset tekijät ovat tasapainossa.  Energiantuotantomme pohjaa hajautettuun, monipuolisiin ratkaisuihin. Energiatehokkuus ja huoltovarmuus, omavaraisuus ylös!     Toimin siten, että saamme lisää joustavuutta ja kannustavuutta niin työmarkkinoille (osa-aikatyöt, mikroyritykset) kuin perhevapaiden käyttöön.     Nostan keskusteluun opintotuen uudistuksen. Esim.opiskelijoiden tulorajat olisi syytä poistaa kausityökuukausien (1-3kk) osalta kokonaan. Näinä kuukausina opiskelija saisi tienata, esim. kesätöissä, ilman, että se vähentää/poistaa loppuvuoden opintotuen.     Tykkään toimia pohjoisen puolestapuhujana  - yhteistyön rakentajana ja joukkueenkokoajana.   Tarvitsemme enemmän kuin aikoihin rajat ylittävää yhteistyötä, jotta saamme Suomen uuteen nousuun."
Vihreä liitto,Fossiilisten energialähteiden tukia tulee leikata. Sosiaaliturva on uudistettava perustulopohjaiseksi. Translaki on säädettävä ja kolmas sukupuoli on tunnustettava myös passisukupuoleksi. Julkisissa ohjelmistohankinnoissa on vaadittava avointa lähdekoodia.  Robotiikan kehitys tulee ottaa huomioon entistä vakavammin. Muunmuassa vastuukysymykset tietokoneohjautuvien autojen mahdollisesti aiheuttamissa kolareissa ovat vielä avoinna.
Perussuomalaiset,"Ensin valtion turhia menoja, kuten kehitysapua ja tuulivoimatukea, tulee leikata. Säästyneillä varoilla on alennettava veroastetta, jotta työstä jää enemmän käteen. Arvonlisäverovelvollisuuden alaraja on nostettava 50 000 euroon. Yritysbyrokratiaa ja tukiloukkuja on purettava. Maahanmuuttoa on jarrutettava. Vain Suomelle ja suomalaisille taloudellisesti ja sosiaalisesti hyödyllinen maahanmuutto voidaan hyväksyä. Ihmisten siirtely humanitäärisistä syistä vain pahentaa asioita. Se pitää lopettaa. Sosiaalituet pitää ulottaa pääasiassa vain Suomen kansalaisille. Koulutusjärjestelmää tulee kehittää enemmän työpainoteiseksi. Omaishoidontuki ja alle tonnin tulot on säädettävä verovapaiksi."
Vihreä liitto,Parempaa Suomea liiketoimintaympäristönä. Turhan sääntelyn purkua. Perustuloa. Joustavampaa ammattikoulutusta nykyajan muuttuviin tarpeisiin. Tasavertaista avioliittolakia
Vasemmistoliitto,"Pätkätyöt, harmaatalous, veronkierto kuriin.  Irtisanomissuoja eurooppalaiselle tasolle."
Suomen Kristillisdemokraatit (KD),Potilaiden ja henkilökunnan oikeus tulla nähdyksi ja kuulluksi. Omantunnonvapaus- kansalaisaloite lakiin asti. Lapsiperheiden ja ikäihmisten hyvinvointi. Työllisyys. Mini- ja pk- yritykset.turvallisuus.
Vihreä liitto,#NIMI?
Vasemmistoliitto,"Tulen edistämään hyvinvointipalvelujen säilyttämistä ja kehittämistä myös harvaanasutuilla alueilla. Erityisesti vanhuspalveluissa on paljon korjattavaa. Tulen edistämään Sosiaali- ja terveyspalvelujen, kulttuuri- ja koulutusyhteistyön sekä elinkeinojen harjoittamisen tiellä olevien rajaesteiden poistamisen Pohjoismaissa."
